,Sentence #,Word,POS,Tag
80,4,is,AUX,O
81,4,using,VERB,O
82,4,a,DET,O
83,4,cane,NOUN,O
84,5,He,PRON,O
85,5,is,AUX,O
86,5,here,ADV,O
87,5,for,ADP,O
88,5,routine,ADJ,O
89,5,followup,NOUN,O
90,6,Past,ADJ,O
91,6,medical,ADJ,O
92,6,history,NOUN,O
93,6,is,AUX,O
94,6,notable,ADJ,O
95,6,for,ADP,O
96,6,no,DET,O
97,6,ankle,NOUN,B
98,6,injuries,NOUN,I
99,6,previously,ADV,O
100,7,He,PRON,O
101,7,has,VERB,O
102,7,a,DET,O
103,7,history,NOUN,O
104,7,of,ADP,O
105,7,diabetes,NOUN,B
106,7,and,CCONJ,O
107,7,sleep,NOUN,B
108,7,apnea,ADV,I
109,8,He,PRON,O
110,8,takes,VERB,O
111,8,Prozac,PROPN,O
112,8,Cardizem,PROPN,O
113,8,Glucophage,PROPN,O
114,8,and,CCONJ,O
115,8,Amaryl,PROPN,O
116,9,He,PRON,O
117,9,is,AUX,O
118,9,also,ADV,O
119,9,followed,VERB,O
120,9,by,ADP,O
121,9,Dr.,PROPN,O
122,9,Harold,PROPN,O
123,9,Nutter,PROPN,O
124,9,for,ADP,O
125,9,an,DET,O
126,9,arrhythmia,NOUN,B
127,10,He,PRON,O
128,10,does,AUX,O
129,10,not,PART,O
130,10,smoke,VERB,O
131,11,He,PRON,O
132,11,drinks,VERB,O
133,11,minimally,ADV,O
134,12,He,PRON,O
135,12,is,AUX,O
136,12,a,DET,O
137,12,set,ADJ,O
138,12,designer,NOUN,O
139,12,at,ADP,O
140,12,Columbia,PROPN,O
141,12,Pictures,PROPN,O
142,13,On,ADP,O
143,13,examination,NOUN,O
144,13,today,NOUN,O
145,13,he,PRON,O
146,13,has,VERB,O
147,13,slight,ADJ,B
148,13,tenderness,NOUN,I
149,13,of,ADP,I
150,13,the,DET,I
151,13,left,ADJ,I
152,13,ankle,NOUN,I
153,13,about,ADP,I
154,13,four,NUM,I
155,13,fingerbreadths,NOUN,I
156,13,above,ADP,O
157,13,the,DET,O
158,13,malleolus,ADJ,O
159,14,The,DET,O
160,14,malleolus,ADJ,O
161,14,is,AUX,O
162,14,nontender,NOUN,O
163,14,medially,NOUN,O
164,14,or,CCONJ,O
165,14,laterally,ADV,O
166,14,with,ADP,O
167,14,no,DET,O
168,14,ligamentous,ADJ,B
169,14,tenderness,NOUN,I
170,14,either,CCONJ,O
171,15,Dorsal,ADJ,B
172,15,flexion,NOUN,I
173,15,and,CCONJ,O
174,15,plantar,NOUN,B
175,15,flexion,NOUN,I
176,15,is,AUX,O
177,15,without,ADP,O
178,15,pain,NOUN,O
179,16,There,PRON,O
180,16,is,AUX,O
181,16,no,DET,O
182,16,significant,ADJ,O
183,16,swelling,NOUN,O
184,17,There,PRON,O
185,17,are,AUX,O
186,17,no,DET,O
187,17,some,DET,O
188,17,skin,NOUN,O
189,17,changes,NOUN,O
190,17,with,ADP,O
191,17,some,DET,O
192,17,small,ADJ,O
193,17,abrasions,NOUN,O
194,17,proximally,ADV,O
195,18,There,PRON,O
196,18,is,AUX,O
197,18,no,DET,O
198,18,fibular,ADJ,B
199,18,tenderness,NOUN,I
200,18,proximally,ADV,O
201,19,No,DET,O
202,19,anterior,ADJ,B
203,19,pain,NOUN,I
204,19,is,AUX,O
205,19,noted,VERB,O
206,20,No,DET,O
207,20,hindfoot,ADJ,B
208,20,midfoot,NOUN,B
209,20,or,CCONJ,O
210,20,forefoot,NOUN,B
211,20,tenderness,NOUN,I
212,20,is,AUX,O
213,20,noted,VERB,O
214,21,I,PRON,O
215,21,would,AUX,O
216,21,like,VERB,O
217,21,him,PRON,O
218,21,to,PART,O
219,21,use,VERB,O
220,21,a,DET,O
221,21,tube,NOUN,O
222,21,sock,NOUN,O
223,21,with,ADP,O
224,21,his,PRON,O
225,21,air,NOUN,O
226,21,cast,NOUN,O
227,22,He,PRON,O
228,22,is,AUX,O
229,22,using,VERB,O
230,22,a,DET,O
231,22,cane,NOUN,O
232,22,for,ADP,O
233,22,ambulation,NOUN,O
234,23,His,PRON,O
235,23,xrays,NOUN,O
236,23,do,AUX,O
237,23,not,PART,O
238,23,show,VERB,O
239,23,a,DET,O
240,23,notable,ADJ,O
241,23,fracture,NOUN,B
242,23,pattern,NOUN,O
243,23,today,NOUN,O
244,23,and,CCONJ,O
245,23,we,PRON,O
246,23,will,AUX,O
247,23,await,VERB,O
248,23,the,DET,O
249,23,Radiology,NOUN,O
250,23,opinion,NOUN,O
251,24,I,PRON,O
252,24,would,AUX,O
253,24,like,VERB,O
254,24,him,PRON,O
255,24,to,PART,O
256,24,stay,VERB,O
257,24,in,ADP,O
258,24,the,DET,O
259,24,air,NOUN,O
260,24,splint,NOUN,O
261,24,with,ADP,O
262,24,the,DET,O
263,24,sock,NOUN,O
264,25,I,PRON,O
265,25,will,AUX,O
266,25,see,VERB,O
267,25,him,PRON,O
268,25,back,ADV,O
269,25,in,ADP,O
270,25,six,NUM,O
271,25,weeks,NOUN,O
272,25,for,ADP,O
273,25,review,NOUN,O
274,25,at,ADP,O
275,25,the,DET,O
276,25,Boxborough,PROPN,O
277,25,office,NOUN,O
278,26,Diagnosis,NOUN,O
279,26,Left,PROPN,B
280,26,ankle,NOUN,I
281,26,fracture,NOUN,I
282,27,Habib,PROPN,O
283,27,Valenzuela,PROPN,O
284,27,M.D,PROPN,O
285,28,HVkuntz,PROPN,O
286,28,Mmedical,PROPN,O
287,28,cc,DET,O
288,28,Harlan,PROPN,O
289,28,Oneil,PROPN,O
290,28,M.D,PROPN,O
291,29,Harold,PROPN,O
292,29,Nutter,PROPN,O
293,29,M.D.,PROPN,O
294,29,Doctors,PROPN,O
295,29,Hospital,PROPN,O
296,29,North,PROPN,O
297,29,Bruce,PROPN,O
298,29,St,PROPN,O
299,29,Omak,PROPN,O
300,29,GA,PROPN,O
301,29,Habib,PROPN,O
302,29,Valenzuela,PROPN,O
303,29,M.D.,PROPN,O
304,29,DD,PROPN,O
305,29,DT,PROPN,O
306,29,DV,PROPN,O
307,29,Not,PART,O
308,29,reviewed,VERB,O
309,29,by,ADP,O
310,29,Attending,VERB,O
311,29,Physician,NOUN,O
312,30,Record,NOUN,O
313,30,date,NOUN,O
314,30,MERCY,NOUN,O
315,30,CARE,NOUN,O
316,30,CENTER,PROPN,O
317,30,Mercy,PROPN,O
318,30,Internal,PROPN,O
319,30,Medicine,PROPN,O
320,30,Associates,PROPN,O
321,30,Newburgh,PROPN,O
322,30,Street,PROPN,O
323,30,Terrell,PROPN,O
324,30,AR,PROPN,O
325,30,Russell,PROPN,O
326,30,Donna,PROPN,O
327,30,Ms.,PROPN,O
328,30,Russell,PROPN,O
329,30,comes,VERB,O
330,30,in,ADP,O
331,30,for,ADP,O
332,30,further,ADJ,O
333,30,evaluation,NOUN,O
334,31,She,PRON,O
335,31,has,AUX,O
336,31,been,VERB,O
337,31,in,ADP,O
338,31,Rhode,PROPN,O
339,31,Island,PROPN,O
340,31,for,ADP,O
341,31,six,NUM,O
342,31,months,NOUN,O
343,32,Her,PRON,O
344,32,complaint,NOUN,O
345,32,is,AUX,O
346,32,that,SCONJ,O
347,32,she,PRON,O
348,32,has,VERB,O
349,32,heaviness,NOUN,B
350,32,in,ADP,I
351,32,the,DET,I
352,32,chest,NOUN,I
353,33,She,PRON,O
354,33,does,AUX,O
355,33,not,PART,O
356,33,have,VERB,O
357,33,any,DET,O
358,33,palpitations,NOUN,B
359,34,She,PRON,O
360,34,does,AUX,O
361,34,not,PART,O
362,34,note,VERB,O
363,34,that,SCONJ,O
364,34,this,DET,O
365,34,is,AUX,O
366,34,associated,VERB,O
367,34,with,ADP,O
368,34,exertion,NOUN,O
369,35,She,PRON,O
370,35,does,AUX,O
371,35,have,VERB,O
372,35,diaphoresis,NOUN,B
373,35,associated,VERB,
374,35,with,ADP,
375,35,it,PRON,
376,36,She,PRON,
377,36,does,AUX,
378,36,not,PART,
379,36,have,VERB,
380,36,any,DET,
381,36,shortness,NOUN,B
382,36,of,ADP,I
383,36,breath,NOUN,I
384,37,This,DET,
385,37,heaviness,NOUN,
386,37,has,AUX,
387,37,been,VERB,
388,37,in,ADP,
389,37,her,PRON,
390,37,chest,NOUN,
391,37,on,ADP,
392,37,and,CCONJ,
393,37,off,ADV,
394,37,for,ADP,
395,37,the,DET,
396,37,last,ADJ,
397,37,six,NUM,
398,37,weeks,NOUN,
399,38,She,PRON,
400,38,is,AUX,
401,38,quite,ADV,
402,38,concerned,ADJ,
403,39,She,PRON,
404,39,has,VERB,
405,39,a,DET,
406,39,history,NOUN,
407,39,of,ADP,
408,39,hypothyroidism,NOUN,B
409,39,and,CCONJ,
410,39,hypertension,NOUN,B
411,40,She,PRON,
412,40,also,ADV,
413,40,has,VERB,
414,40,hyperlipidemia,NOUN,B
415,40,and,CCONJ,
416,40,is,AUX,
417,40,being,AUX,
418,40,treated,VERB,
419,40,with,ADP,
420,40,Lipitor,PROPN,
421,41,Her,PRON,
422,41,health,NOUN,
423,41,maintenance,NOUN,
424,41,has,AUX,
425,41,been,VERB,
426,41,in,ADP,
427,41,order,NOUN,
428,42,She,PRON,
429,42,has,AUX,
430,42,just,ADV,
431,42,had,VERB,
432,42,a,DET,
433,42,hysterectomy,NOUN,
434,43,She,PRON,
435,43,needs,VERB,
436,43,to,PART,
437,43,have,VERB,
438,43,a,DET,
439,43,followup,ADJ,
440,43,mammogram,NOUN,
441,43,done,VERB,
442,44,However,ADV,
443,44,today,NOUN,
444,44,I,PRON,
445,44,am,AUX,
446,44,most,ADV,
447,44,concerned,ADJ,
448,44,about,ADP,
449,44,her,PRON,
450,44,chest,NOUN,B
451,44,heaviness,NOUN,I
452,45,PHYSICAL,NOUN,
453,45,EXAMINATION,NOUN,
454,46,Her,PRON,
455,46,blood,NOUN,B
456,46,pressure,NOUN,I
457,46,is,AUX,
458,46,respiratory,ADJ,
459,46,rate,NOUN,
460,46,is,AUX,
461,46,and,CCONJ,
462,46,pulse,NOUN,
463,46,is,AUX,
464,47,Neck,NOUN,
465,47,is,AUX,
466,47,supple,ADJ,
467,48,There,PRON,
468,48,is,AUX,
469,48,no,DET,
470,48,lymphadenopathy,NOUN,B
471,49,Chest,NOUN,
472,49,is,AUX,
473,49,clear,ADJ,
474,49,to,ADP,
475,49,both,CCONJ,
476,49,percussion,NOUN,B
477,49,and,CCONJ,
478,49,auscultation,NOUN,B
479,50,Cardiac,ADJ,
480,50,exam,NOUN,
481,50,is,AUX,
482,50,regularly,ADV,
483,50,regular,ADJ,
484,50,with,ADP,
485,50,no,DET,
486,50,murmurs,NOUN,
487,50,gallops,NOUN,
488,50,or,CCONJ,
489,50,rubs,NOUN,
490,51,Abdomen,NOUN,
491,51,is,AUX,
492,51,soft,ADJ,
493,51,and,CCONJ,
494,51,nontender,NOUN,
495,52,There,PRON,
496,52,is,AUX,
497,52,no,DET,
498,52,hepatosplenomegaly,NOUN,B
499,53,Extremities,NOUN,
500,53,are,AUX,
501,53,clear,ADJ,
502,53,of,ADP,
503,53,cyanosis,NOUN,
504,53,clubbing,VERB,
505,53,and,CCONJ,
506,53,edema,NOUN,
507,54,LABORATORY,NOUN,
508,54,DATA,NOUN,
509,55,Her,PRON,
510,55,sodium,NOUN,
511,55,is,AUX,
512,55,electrolytes,NOUN,
513,55,are,AUX,
514,55,all,DET,
515,55,otherwise,ADV,
516,55,within,ADP,
517,55,normal,ADJ,
518,55,limits,NOUN,
519,56,TSH,PROPN,
520,56,is,VERB,
521,56,LFTs,NOUN,
522,56,are,AUX,
523,56,pending,VERB,
524,56,at,ADP,
525,56,this,DET,
526,56,time,NOUN,
527,57,We,PRON,
528,57,sent,VERB,
529,57,her,PRON,
530,57,for,ADP,
531,57,an,DET,
532,57,electrocardiogram,NOUN,
533,57,which,DET,
534,57,showed,VERB,
535,57,normal,ADJ,
536,57,sinus,NOUN,
537,57,rhythm,NOUN,
538,57,with,ADP,
539,57,nonspecific,ADJ,
540,57,STT,PROPN,
541,57,wave,NOUN,
542,57,changes,NOUN,
543,58,We,PRON,
544,58,also,ADV,
545,58,sent,VERB,
546,58,her,PRON,
547,58,for,ADP,
548,58,an,DET,
549,58,exercise,NOUN,
550,58,tolerance,NOUN,
551,58,test,NOUN,
552,58,with,ADP,
553,58,preliminary,ADJ,
554,58,reports,NOUN,
555,58,showing,VERB,
556,58,that,SCONJ,
557,58,she,PRON,
558,58,went,VERB,
559,58,to,ADP,
560,58,a,DET,
561,58,maximum,ADJ,
562,58,heart,NOUN,
563,58,rate,NOUN,
564,58,of,ADP,
565,58,she,PRON,
566,58,was,VERB,
567,58,on,ADP,
568,58,the,DET,
569,58,protocol,NOUN,
570,58,for,ADP,
571,58,minutes,NOUN,
572,58,seconds,NOUN,
573,59,She,PRON,
574,59,had,VERB,
575,59,no,DET,
576,59,evidence,NOUN,
577,59,of,ADP,
578,59,ischemia,NOUN,
579,60,ASSESSMENT,NOUN,
580,60,AND,CCONJ,
581,60,PLAN,NOUN,
582,61,Chest,NOUN,B
583,61,heaviness,NOUN,I
584,62,I,PRON,
585,62,am,AUX,
586,62,not,PART,
587,62,sure,ADJ,
588,62,what,PRON,
589,62,is,AUX,
590,62,causing,VERB,
591,62,this,DET,
592,63,She,PRON,
593,63,may,AUX,
594,63,have,VERB,
595,63,a,DET,
596,63,primary,ADJ,B
597,63,pulmonary,ADJ,I
598,63,problem,NOUN,I
599,64,She,PRON,
600,64,will,AUX,
601,64,be,AUX,
602,64,following,VERB,
603,64,up,ADP,
604,64,with,ADP,
605,64,us,PRON,
606,64,in,ADP,
607,64,one,NUM,
608,64,week,NOUN,
609,65,It,PRON,
610,65,is,AUX,
611,65,heartening,ADJ,
612,65,to,PART,
613,65,see,VERB,
614,65,that,SCONJ,
615,65,she,PRON,
616,65,does,AUX,
617,65,not,PART,
618,65,have,VERB,
619,65,an,DET,
620,65,abnormal,ADJ,B
621,65,exercise,NOUN,I
622,65,tolerance,NOUN,I
623,65,test,NOUN,
624,65,.,PUNCT,
625,66,Hypothyroidism,NOUN,B
626,66,well,ADV,
627,66,controlled,VERB,
628,66,at,ADP,
629,66,the,DET,
630,66,present,ADJ,
631,66,time,NOUN,
632,67,Continue,VERB,
633,67,same,ADJ,
634,67,dose,NOUN,
635,67,of,ADP,
636,67,Synthroid,PROPN,
637,67,.,PUNCT,
638,68,Hypertension,NOUN,B
639,68,well,ADV,
640,68,controlled,VERB,
641,68,presently,ADV,
642,68,.,PUNCT,
643,69,Hyperlipidemia,PROPN,B
644,70,We,PRON,
645,70,will,AUX,
646,70,recheck,VERB,
647,70,this,DET,
648,70,on,ADP,
649,70,her,PRON,
650,70,next,ADJ,
651,70,visit,NOUN,
652,71,RE,PROPN,
653,71,Russell,PROPN,
654,71,Donna,PROPN,
655,71,MRN,PROPN,
656,72,May,PROPN,
657,72,Page,PROPN,
658,72,We,PRON,
659,72,will,AUX,
660,72,also,ADV,
661,72,need,VERB,
662,72,to,PART,
663,72,schedule,VERB,
664,72,a,DET,
665,72,followup,ADJ,
666,72,mammogram,NOUN,
667,73,Quinn,PROPN,
668,73,Rutledge,PROPN,
669,73,M.D.,PROPN,
670,73,QRQR,PROPN,
671,73,.doc,PUNCT,
672,74,DD,PROPN,
673,74,DT,PROPN,
674,74,DV,PROPN,
675,75,Record,NOUN,
676,75,date,NOUN,
677,75,Personal,PROPN,
678,75,Data,PROPN,
679,75,and,CCONJ,
680,75,Overall,PROPN,
681,75,Health,PROPN,
682,75,Patient,PROPN,
683,75,is,AUX,
684,75,a,DET,
685,75,yr,NOUN,
686,76,old,ADJ,
687,76,male,NOUN,
688,76,who,PRON,
689,76,presents,VERB,
690,76,to,ADP,
691,76,Dr.,PROPN,
692,76,Yager,PROPN,
693,76,for,ADP,
694,76,multiple,ADJ,
695,76,tooth,NOUN,
696,76,extractions,NOUN,
697,76,on,ADP,
698,77,History,NOUN,
699,77,of,ADP,
700,77,Present,PROPN,
701,77,Illness,PROPN,
702,78,The,DET,
703,78,patient,NOUN,
704,78,complains,VERB,
705,78,of,ADP,
706,78,a,DET,
707,78,hx,NOUN,
708,78,.,PUNCT,
709,78,of,ADP,
710,78,tooth,NOUN,
711,78,abscesses,NOUN,
712,79,Past,ADJ,
713,79,Surgical,ADJ,
714,79,History,NOUN,
715,79,Prior,PROPN,
716,79,surgery,NOUN,
717,79,includes,VERB,
718,80,excision,NOUN,
719,80,l.,NOUN,
720,80,neck,NOUN,
721,80,mass,NOUN,
722,80,for,ADP,
723,80,post,NOUN,
724,80,l.,NOUN,
725,80,neck,NOUN,
726,80,lipoma,NOUN,
727,80,under,ADP,
728,80,local,ADJ,
729,80,no,DET,
730,80,complications,NOUN,
731,81,bowel,NOUN,
732,81,surgery,NOUN,
733,81,yrs,NOUN,
734,81,ago,ADV,
735,82,g.a,PROPN,
736,83,no,DET,
737,83,complications,NOUN,
738,84,hernia,NOUN,
739,84,repair,NOUN,
740,84,yrs,NOUN,
741,84,ago,ADV,
742,84,GA,PROPN,
743,85,no,DET,
744,85,complications,NOUN,
745,86,appendectomy,NOUN,
746,86,yrs,NOUN,
747,86,ago,ADV,
748,86,GA,PROPN,
749,86,no,DET,
750,86,complications,NOUN,
751,87,hemorroids,NOUN,
752,87,per,ADP,
753,87,patient,NOUN,
754,87,done,VERB,
755,87,under,ADP,
756,87,spinal,NOUN,
757,87,had,VERB,
758,87,severe,ADJ,
759,87,post,NOUN,B
760,87,spinal,ADJ,I
761,87,headache,NOUN,I
762,88,Family,NOUN,
763,88,History,NOUN,
764,88,There,ADV,
765,88,in,ADP,
766,88,no,DET,
767,88,family,NOUN,
768,88,history,NOUN,
769,88,of,ADP,
770,88,adverse,ADJ,
771,88,reactions,NOUN,
772,88,to,ADP,
773,88,general,ADJ,
774,88,anesthesia,NOUN,
775,89,Past,ADJ,
776,89,Medical,PROPN,
777,89,History,PROPN,
778,89,Current,ADJ,
779,89,medical,ADJ,
780,89,problems,NOUN,
781,89,include,VERB,
782,90,HTN,PROPN,B
783,91,DMxyrs,X,
784,91,per,ADP,
785,91,patient,ADJ,
786,91,glucose,NOUN,
787,91,levels,NOUN,
788,91,run,VERB,
789,91,range,NOUN,
790,92,of,ADP,
791,92,tooth,NOUN,
792,92,abscesses,NOUN,
793,93,hypercholesterolemia,VERB,B
794,93,Social,PROPN,
795,93,History,NOUN,
796,94,Smoking,VERB,
797,94,no,DET,
798,94,Alcohol,PROPN,
799,94,use,VERB,
800,94,no,DET,
801,94,history,NOUN,
802,94,of,ADP,
803,94,excessive,ADJ,
804,94,use,NOUN,
805,94,Substance,NOUN,
806,94,abuse,NOUN,
807,94,none,NOUN,
808,94,Review,PROPN,
809,94,of,ADP,
810,94,Systems,PROPN,
811,94,Medications,PROPN,
812,94,insulin,NOUN,
813,94,RN,NOUN,
814,94,in,ADP,
815,94,am,VERB,
816,94,R,NOUN,
817,94,in,ADP,
818,94,evening,NOUN,
819,94,hctzmg,PROPN,
820,95,qd,VERB,
821,95,captopril,NOUN,
822,95,mg,NOUN,
823,95,xday,NOUN,
824,96,lipitor,NOUN,
825,96,mgqd,X,
826,96,zyrtec,ADJ,
827,96,prn,NOUN,
828,96,ecasa,NOUN,
829,97,vit,ADJ,
830,97,e,NOUN,
831,97,Allergies,NOUN,
832,97,shellfish,AUX,
833,97,Cardiovascular,PROPN,
834,97,history,NOUN,
835,97,of,ADP,
836,97,hypertension,NOUN,
837,97,no,DET,
838,97,MI,PROPN,
839,97,denies,VERB,
840,97,CP,PROPN,
841,97,DOE,PROPN,
842,97,syncope,NOUN,B
843,97,ankle,NOUN,I
844,97,edema,NOUN,
845,97,Respiratory,NOUN,
846,97,no,DET,
847,97,history,NOUN,
848,97,of,ADP,
849,97,asthma,NOUN,B
850,97,or,CCONJ,
851,97,chronic,ADJ,B
852,97,lung,NOUN,I
853,97,disease,NOUN,I
854,97,denies,VERB,
855,97,unusual,ADJ,
856,97,shortness,NOUN,B
857,97,of,ADP,I
858,97,breath,NOUN,I
859,97,Neurological,ADJ,
860,97,no,DET,
861,97,history,NOUN,
862,97,of,ADP,
863,97,neurological,ADJ,B
864,97,problems,NOUN,I
865,97,Gastrointestinal,PROPN,B
866,97,no,DET,
867,97,history,NOUN,
868,97,of,ADP,
869,97,PUD,PROPN,B
870,97,denies,VERB,I
871,97,reflux,VERB,
872,97,Hepatobiliary,PROPN,
873,97,no,DET,
874,97,history,NOUN,
875,97,of,ADP,
876,97,liver,NOUN,B
877,97,disease,NOUN,I
878,97,denies,VERB,
879,97,jaundice,NOUN,
880,97,or,CCONJ,
881,97,hepatitis,PROPN,
882,97,RenalGenitourinary,PROPN,
883,97,no,DET,
884,97,history,NOUN,
885,97,of,ADP,
886,97,renal,ADJ,B
887,97,failure,NOUN,I
888,97,denies,VERB,B
889,97,hematuria,NOUN,I
890,97,dysuria,NOUN,B
891,97,obstructive,ADJ,B
892,97,uropathy,NOUN,I
893,97,Musculoskeletal,PROPN,
894,97,denies,VERB,
895,97,pain,NOUN,B
896,97,or,CCONJ,I
897,97,limitation,NOUN,I
898,97,of,ADP,I
899,97,movement,NOUN,I
900,97,Endocrinemetabolic,PROPN,
901,97,history,NOUN,
902,97,of,ADP,
903,97,diabetes,NOUN,B
904,97,last,ADJ,
905,97,yrs,NOUN,
906,97,hypercholesterolemia,VERB,B
907,97,HemeOnc,PROPN,
908,97,no,DET,
909,97,history,NOUN,
910,97,of,ADP,
911,97,bleeding,VERB,B
912,97,blood,NOUN,
913,97,diseases,NOUN,
914,97,no,DET,
915,97,history,NOUN,
916,97,of,ADP,
917,97,malignancy,NOUN,B
918,97,chemotherapy,NOUN,
919,97,or,CCONJ,
920,97,radiation,NOUN,
921,97,therapy,NOUN,
922,98,Psychiatric,ADJ,
923,98,no,DET,
924,98,significant,ADJ,
925,98,psychiatric,ADJ,B
926,98,problems,NOUN,I
927,98,Exam,PROPN,
928,98,SaO,PROPN,
929,98,RA,PROPN,
930,98,Ht,PROPN,
931,98,Wt,PROPN,
932,98,BP,PROPN,
933,98,P,PROPN,
934,98,HEENT,PROPN,
935,98,good,ADJ,
936,98,range,NOUN,
937,98,of,ADP,
938,98,motion,NOUN,
939,98,no,DET,
940,98,masses,NOUN,
941,98,neck,NOUN,
942,98,veins,NOUN,
943,98,flat,ADJ,
944,98,no,DET,
945,98,bruits,NOUN,
946,98,Airway,PROPN,
947,98,Mallampatti,PROPN,
948,98,Class,PROPN,
949,98,I,PROPN,
950,98,or,CCONJ,
951,98,II,PROPN,
952,98,Teeth,PROPN,
953,98,in,ADP,
954,98,good,ADJ,
955,98,repair,NOUN,
956,98,Lungs,NOUN,
957,98,clear,ADJ,
958,98,bilaterally,ADV,
959,98,Heart,VERB,
960,98,regular,ADJ,
961,98,rhythm,NOUN,
962,98,no,DET,
963,98,murmurs,NOUN,
964,98,SS,PROPN,
965,99,no,DET,
966,99,gallop,PROPN,
967,99,Assessment,PROPN,
968,99,ASA,PROPN,
969,99,Physical,PROPN,
970,99,Status,PROPN,
971,99,II,PROPN,
972,99,Well,PROPN,
973,99,prepared,ADJ,
974,99,for,ADP,
975,99,surgery,NOUN,
976,99,no,DET,
977,99,unusual,ADJ,
978,99,concerns,NOUN,
979,99,related,VERB,
980,99,to,ADP,
981,99,medical,ADJ,
982,99,problems,NOUN,
983,100,Plan,NOUN,
984,100,Proposed,VERB,
985,100,Anesthetic,PROPN,
986,100,general,ADJ,
987,100,anesthesia,NOUN,
988,100,Monitors,PROPN,
989,100,standard,NOUN,
990,100,Pain,PROPN,
991,100,Management,PROPN,
992,100,IVPCA,PROPN,
993,100,Autologous,ADJ,
994,100,blood,NOUN,
995,100,none,NOUN,
996,100,Premedication,PROPN,
997,100,none,NOUN,
998,100,Usual,ADJ,
999,100,Medications,NOUN,
1000,100,take,VERB,
1001,100,on,ADP,
1002,100,day,NOUN,
1003,100,of,ADP,
1004,100,surgery,NOUN,
1005,100,Medications,NOUN,
1006,100,to,PART,
1007,100,be,AUX,
1008,100,held,VERB,
1009,100,on,ADP,
1010,100,day,NOUN,
1011,100,of,ADP,
1012,100,surgery,NOUN,
1013,100,lipitor,NOUN,
1014,101,Diabetic,ADJ,
1015,101,medications,NOUN,
1016,101,counseled,VERB,
1017,101,to,ADP,
1018,101,old,ADJ,
1019,101,am,VERB,
1020,101,insulin,NOUN,
1021,101,regimen,NOUN,
1022,101,NSAIDS,PROPN,
1023,101,avoid,VERB,
1024,101,for,ADP,
1025,101,days,NOUN,
1026,101,before,ADP,
1027,101,surgery,NOUN,
1028,101,Aspirin,PROPN,
1029,101,avoid,VERB,
1030,101,for,ADP,
1031,101,days,NOUN,
1032,101,before,ADP,
1033,101,surgery,NOUN,
1034,101,NPO,PROPN,
1035,101,after,ADP,
1036,101,midnight,NOUN,
1037,101,External,PROPN,
1038,101,Labs,PROPN,
1039,101,Not,PART,
1040,101,available,ADJ,
1041,102,Attending,VERB,
1042,102,Anesthesiologist,PROPN,
1043,102,Reassessment,NOUN,
1044,102,Note,NOUN,
1045,102,I,PRON,
1046,102,have,AUX,
1047,102,reviewed,VERB,
1048,102,this,DET,
1049,102,preanesthetic,ADJ,
1050,102,assessment,NOUN,
1051,102,and,CCONJ,
1052,102,concur,VERB,
1053,102,with,ADP,
1054,102,the,DET,
1055,102,assessment,NOUN,
1056,102,and,CCONJ,
1057,102,recommended,VERB,
1058,102,plan,NOUN,
1059,102,with,ADP,
1060,102,the,DET,
1061,102,following,VERB,
1062,102,exceptions,NOUN,
1063,103,Yeomans,PROPN,
